date,name,category,value
2024/1/1,珠海格力电器,,204965.7504
2024/1/1,海信集团控股,,202174.4239
2024/1/1,复星国际,,198150.2142
2024/1/1,纬创资�?Luxury,,0
2024/1/1,洛阳栾川钼业集团,,186221.2565
2024/1/1,万洲国际,,185682.6664
2024/1/1,华夏银行,,183545.9993
2024/1/1,龙湖集团控股,,180690.2684
2024/1/1,中升集团控股,,179244.3556
2024/1/1,中国化学工程,,179150.2262
2024/1/1,四川省宜宾五粮液集团,,177015.6824
2024/1/1,富邦金融控股,,176850.7789
2024/1/1,万华化学集团,,175316.3986
2024/1/1,招商局蛇口工业区控�?Alcohol,,0
2024/1/1,京东方科技集团,,174498.9589
2024/1/1,TCL科技集团,,174401.9985
2024/1/1,亨通集�?Alcohol,,0
2024/1/1,长城汽车,,173167.7
2024/1/1,潞安化工集团,,172963.1631
2024/1/1,台塑石化,,161942.9436
2024/1/1,中国南方航空,,159888.3744
2024/1/1,融创中国控股,,154191.7751
2024/1/1,大联大投资控�?Restaurants,,0
2024/1/1,贵州茅台�?Alcohol,,0
2024/1/1,九州通医药集�?Alcohol,,0
2024/1/1,江苏银行,,149515.0292
2024/1/1,新奥天然�?FMCG,,0
2024/1/1,上海电气控股集团,,142914.6459
2024/1/1,中国国际航空,,141064.6136
2024/1/1,北京银行,,137729.7427
2024/1/1,文晔科技,,135112.5202
2024/1/1,中国太平保险集团有限责任公司,,134571.0991
2024/1/1,百度集团,,134564.0217
2024/1/1,中国宏桥集团,,133589.4637
2024/1/1,日月光投资控�?Apparel,,0
2024/1/1,统一企业,,132063.5763
2024/1/1,绿城中国控股,,131349.4666
2024/1/1,隆基绿能科技,,129464.755
2024/1/1,中国国际海运集装箱（集团�?Diversified,,0
2024/1/1,浙商银行,,127499.361
2024/1/1,内蒙古伊利实业集�?Technology,,0
2024/1/1,卓尔智联集团,,125258.6562
2024/1/1,中兴通讯,,124218.9861
2024/1/1,理想汽车,,123819.8207
2024/1/1,TCL实业控股,,120291.0291
2024/1/1,神州数码集团,,119593.1975
2024/1/1,新城发展控股,,119433.2482
2024/1/1,晶科能源,,118651.9033
2024/1/1,英业�?Electronics,,0
2024/1/1,广东海大集团,,116087.7612
2024/1/1,中国东方航空,,113711.8781
2024/1/1,快手科技,,113440.8136
2024/1/1,天合光能,,113362.9622
2024/1/1,宁波银行,,112994.2297
2024/1/1,唯品会控�?Automotive,,0
2024/1/1,江苏省苏豪控股集�?Electronics,,0
2024/1/1,牧原食品,,110832.7917
2024/1/1,上海银行,,110604.8995
2024/1/1,宁波金田铜业(集团),,110471.1366
2024/1/1,华硕电脑,,109612.648
2024/1/1,新紫光集�?Financial Services,,0
2024/1/1,中国再保险（集团�?Technology,,0
2024/1/1,北京金隅集团,,107928.2268
2024/1/1,网易公司,,103441.8629
2024/1/1,中国外运,,101678.8826
2024/1/1,中国电气装备集团,,100313.6521
2024/1/1,深圳市立业集�?Electronics,,0
2024/1/1,中国蒙牛乳业,,98598.7981
2024/1/1,歌尔,,98548.54856
2024/1/1,联发科技,,98506.7919
2024/1/1,特变电工,,98181.2315
2024/1/1,金地（集团）,,98100.54914
2024/1/1,四川长虹电器,,97431.0271
2024/1/1,浙江浙能电力,,95951.14276
2024/1/1,南京银行,,94264.59834
2024/1/1,中国铁塔,,93985.04104
2024/1/1,徐工集团工程机械,,92824.34744
2024/1/1,浙江省建设投资集�?Electronics,,0
2024/1/1,深圳市爱施德,,92136.42416
2024/1/1,安徽建工集团,,91220.6086
2024/1/1,山东钢铁,,90452.00296
2024/1/1,温氏食品集团,,89898.55028
2024/1/1,白银有色集团,,86948.68996
2024/1/1,广东省广物控股集�?Restaurants,,0
2024/1/1,上海钢联电子商务,,86291.90724
2024/1/1,远大产业控股,,86272.79826
2024/1/1,新世界发�?Luxury,,0
2024/1/1,浙江卫星控股,,85928.83662
2024/1/1,周大福珠宝集�?FMCG,,0
2024/1/1,中国重汽（香港）,,85476.59076
2024/1/1,华勤技�?Business Services,,0
2024/1/1,天能动力国际,,83869.31322
2024/1/1,桐昆集团,,82618.73664
2024/1/1,中国广核电力,,82527.43818
2024/1/1,汇通达网络,,82411.36882
2024/1/1,北京控股,,82292.4685
2024/1/1,晶澳太阳能科技,,81535.1867
2024/1/1,大秦铁路,,81000.13526
2024/1/1,广东省建筑工程集�?Luxury,,0
2024/1/1,康师傅控�?FMCG,,0
2024/1/1,越秀地产,,80201.80454
2024/1/1,重药控股,,80098.4745
2024/1/1,柳州钢铁,,79644.10542
2024/1/1,协鑫集团,,79256.97164
2024/1/1,中电控股,,78801.89482
2024/1/1,永辉超市,,78622.12886
2024/1/1,中国长江电力,,78092.0316
2024/1/1,阳光保险集团,,77891.74118
2024/1/1,贝壳控股,,77757.27058
2024/1/1,中国信达资产管理,,76148.57756
2024/1/1,心里程控股集�?Energy,,0
2024/1/1,济宁能源发展集团,,75806.0314
2024/1/1,上海隧道工程,,74174.6907
2024/1/1,三一重工,,73999.87892
2024/1/1,淮北矿业控股,,73573.81944
2024/1/1,美的置业控股,,73545.50984
2024/1/1,创新新材料科技,,72825.03052
2024/1/1,徽商银行,,72747.17912
2024/1/1,中国永达汽车服务控股,,72577.32152
2024/1/1,其亚集团,,72539.10356
2024/1/1,南京钢铁,,72524.24102
2024/1/1,新华人寿保险,,72235.4831
2024/1/1,阳光电源,,72232.65214
2024/1/1,杭州银行,,72169.66328
2024/1/1,珠海华发实业,,72126.49114
2024/1/1,旭辉控股（集团）,,71814.3778
2024/1/1,老凤�?Media,,0
2024/1/1,内蒙古包钢钢�?Restaurants,,0
2024/1/1,杭州滨江房产集团,,70424.37644
2024/1/1,漳州市九龙江集团,,70403.14424
2024/1/1,云南云天�?Logistics,,0
2024/1/1,创维集团,,69013.14288
2024/1/1,渤海银行,,68730.75462
2024/1/1,江苏中南建设集团,,68470.3063
2024/1/1,中国旅游集团中免,,67522.64244
2024/1/1,中储发展,,67248.74706
2024/1/1,陕西交通控股集�?Technology,,0
2024/1/1,伟仕佳杰控股,,66798.62442
2024/1/1,中梁控股集团,,66598.334
2024/1/1,浙江华友钴业,,66286.9284
2024/1/1,浪潮电子信息产业,,65849.54508
2024/1/1,深圳前海微众银行,,65773.8169
2024/1/1,深圳市中金岭南有色金�?Restaurants,,0
2024/1/1,新鸿基地产发�?Tobacco,,0
2024/1/1,金科地产集团,,63222.4142
2024/1/1,极兔速递环�?Automotive,,0
2024/1/1,苏宁易购集团,,62611.63458
2024/1/1,安踏体育用品集团,,62339.86242
2024/1/1,深圳传音控股,,62278.99678
2024/1/1,新凤鸣集�?Financial Services,,0
2024/1/1,中金黄金,,61247.8196
2024/1/1,闻泰科技,,61197.57006
2024/1/1,天津友发钢管集团,,60902.44248
2024/1/1,东方电气,,60661.10314
2024/1/1,深圳金雅福控股集�?Electronics,,0
2024/1/1,广东电力发展,,59692.91482
2024/1/1,世茂集团控股,,59448.74452
2024/1/1,山东黄金矿业,,59260.48568
2024/1/1,荣盛房地产发�?Business Services,,0
2024/1/1,振石控股集团,,58425.35248
2024/1/1,洛阳国宏投资控股集团,,58331.9308
2024/1/1,广州产业投资控股集团,,57966.02922
2024/1/1,圆通速�?Pharmaceuticals,,0
2024/1/1,物美科技集团,,57411.16106
2024/1/1,浙江正泰电器,,57236.34928
2024/1/1,玖龙纸业（控股）,,56725.361
2024/1/1,国投电力控股,,56697.75914
2024/1/1,中国黄金集团黄金珠宝,,56350.2588
2024/1/1,中原银行,,55778.40488
2024/1/1,深圳华侨�?Business Services,,0
2024/1/1,宁波均胜电子,,55714.00054
2024/1/1,蔚来集团,,55603.5931
2024/1/1,宏旺控股集团,,55004.13732
2024/1/1,重庆农村商业银行,,54757.8438
2024/1/1,蓝思科技,,54476.87102
2024/1/1,华峰集团,,54278.70382
2024/1/1,阿特斯太阳能,,53884.49264
2024/1/1,南京医药,,53575.918
2024/1/1,重庆智飞生物制品,,52904.27274
2024/1/1,北京蓝色光标数据科技,,52602.7755
2024/1/1,香港铁路,,51512.14816
2024/1/1,香港中华煤气,,51502.2398
2024/1/1,上海农村商业银行,,51272.2243
2024/1/1,北京国联视讯信息技�?Restaurants,,0
2024/1/1,大明国际控股,,50547.49854
2024/1/1,金风科技,,50444.1685
2024/1/1,荣晖国际集团,,50061.28116
2024/1/1,天茂实业集团,,49686.17896
2024/1/1,惠州亿纬锂能,,48771.07114
2024/1/1,福建三钢闽光,,47928.86054
2024/1/1,金发科技,,47928.1528
2024/1/1,欣旺达电�?FMCG,,0
2024/1/1,北京首都开�?Business Services,,0
2024/1/1,龙光集团,,47154.59298
2024/1/1,中联重科,,47063.29452
2024/1/1,远洋集团控股,,46446.85298
2024/1/1,安徽楚江科技新材�?FMCG,,0
2024/1/1,中国东方集团控股,,46247.97804
2024/1/1,中国旭阳集团,,46054.05728
2024/1/1,长沙银行,,45635.78294
2024/1/1,中国铁路物资,,45056.14388
2024/1/1,江苏中天科技,,45054.02066
2024/1/1,安徽江淮汽车集团,,45005.1866
2024/1/1,韵达控股,,44971.21508
2024/1/1,中国银河证券,,44950.69062
2024/1/1,中国大冶有色金属矿业,,44773.04788
2024/1/1,中芯国际集成电路制�?Alcohol,,0
2024/1/1,深圳市天行云供应�?Luxury,,0
2024/1/1,广东粤海控股集团,,44717.13642
2024/1/1,重庆建工集团,,44698.73518
2024/1/1,携程集团,,44498.44476
2024/1/1,融信中国控股,,44274.09118
2024/1/1,中国电力国际发展,,44250.73576
2024/1/1,宝胜科技创新,,43787.16606
2024/1/1,中国航发动力,,43722.76172
2024/1/1,国泰君安证券,,43494.1617
2024/1/1,仁恒置地集团,,43384.462
2024/1/1,雅居乐集团控�?Energy,,0
2024/1/1,成都银行,,43289.62484
2024/1/1,新兴铸管,,43242.20626
2024/1/1,西部矿业,,42737.58764
2024/1/1,长江实业集团,,42707.86256
2024/1/1,农夫山泉,,42656.19754
2024/1/1,碧桂园服务控�?Automotive,,0
2024/1/1,云南锡业,,42348.33064
2024/1/1,安阳钢铁,,42140.25508
2024/1/1,海底捞国际控�?FMCG,,0
2024/1/1,湖南裕能新能源电池材�?Restaurants,,0
2024/1/1,上海华谊集团,,41316.44572
2024/1/1,浙农集团,,40930.72742
2024/1/1,申通快�?Logistics,,0
2024/1/1,京沪高速铁�?Toys & Games,,0
2024/1/1,华东医药,,40613.6599
2024/1/1,深圳能源集团,,40494.05184
2024/1/1,天齐锂业,,40438.14038
2024/1/1,超威动力控股,,40364.53542
2024/1/1,无锡药明康德新药开�?Technology,,0
2024/1/1,瑞茂通供应链管理,,40084.27038
2024/1/1,甬金科技集团,,39863.4555
2024/1/1,山东太阳纸业,,39534.3564
2024/1/1,甘肃酒钢集团宏兴钢铁,,39442.3502
2024/1/1,厦门钨业,,39387.85422
2024/1/1,无锡市太极实�?Technology,,0
2024/1/1,重庆钢铁,,39307.8796
2024/1/1,云南白药集团,,39101.21952
2024/1/1,中国医药健康产业,,38814.58482
2024/1/1,正荣地产集团,,38765.04302
2024/1/1,中通快递（开曼）,,38409.0498
2024/1/1,北京国际人力资本集团,,38302.18106
2024/1/1,海南天然橡胶产业集团,,37677.95438
2024/1/1,河南神火煤电,,37615.67326
2024/1/1,上海国际港务（集团）,,37542.0683
2024/1/1,江苏国泰国际集团,,37176.87446
2024/1/1,新疆中泰化学,,37108.93142
2024/1/1,中国铁路通信信号,,37077.79086
2024/1/1,易大宗控�?Technology,,0
2024/1/1,华泰证券,,36568.21806
2024/1/1,郑州煤矿机械集团,,36413.93074
2024/1/1,深圳市海王生物工�?Alcohol,,0
2024/1/1,广州富力地产,,36229.91834
2024/1/1,禾丰食品,,35960.97714
2024/1/1,建滔集团,,35900.81924
2024/1/1,华夏幸福基业,,35897.28054
2024/1/1,赛力斯集�?Pharmaceuticals,,0
2024/1/1,中国国际金融,,35437.24954
2024/1/1,东方日升新能�?Sporting Goods,,0
2024/1/1,邯郸正大制管集团,,35232.71268
2024/1/1,深圳迈瑞生物医疗电子,,34922.72256
2024/1/1,雅迪集团控股,,34753.5727
2024/1/1,江苏国信,,34563.19064
2024/1/1,中伟新材�?FMCG,,0
2024/1/1,陆金所控股,,34246.83086
2024/1/1,金辉控股(集团),,34239.75346
2024/1/1,广东领益智�?Diversified,,0
2024/1/1,青岛啤酒,,33927.64012
2024/1/1,华新水泥,,33748.5819
2024/1/1,渤海租赁,,33666.48406
2024/1/1,CWT International Limited,,33653.037
2024/1/1,苏州东山精密制�?Luxury,,0
2024/1/1,东方国际创业,,33638.17446
2024/1/1,传化智联,,33628.97384
2024/1/1,中国北方稀�?集团)高科技,,33488.13358
2024/1/1,河北建设集团,,33484.59488
2024/1/1,北京大北农科技集团,,33381.97258
2024/1/1,江铃汽车,,33159.03448
2024/1/1,福耀玻璃工业集团,,33152.66482
2024/1/1,江苏洋河酒厂,,33117.98556
2024/1/1,海通证�?Electronics,,0
2024/1/1,北京京能电力,,32869.56882
2024/1/1,电讯盈科,,32858.24498
2024/1/1,北京东方雨虹防水技�?FMCG,,0
2024/1/1,江西赣锋锂业集团,,32803.749
2024/1/1,湖南博深实业集团,,32665.7397
2024/1/1,浙江大华技�?Luxury,,0
2024/1/1,河南豫光金铅,,32137.05792
2024/1/1,广发证券,,32084.68516
2024/1/1,鹏鼎控股(深圳),,32057.79104
2024/1/1,浙江英特集团,,32043.63624
2024/1/1,山西杏花村汾酒厂,,31920.48948
2024/1/1,爱奇�?Electronics,,0
2024/1/1,舜宇光学科技（集团）,,31673.48822
2024/1/1,国轩高科,,31597.76004
2024/1/1,平顶山天安煤�?Diversified,,0
2024/1/1,石药集团,,31442.05724
2024/1/1,贵阳银行,,31160.37672
2024/1/1,烽火通信科技,,31121.45102
2024/1/1,合生创展集团,,31000.42748
2024/1/1,深圳市燃气集�?Media,,0
2024/1/1,重庆银行,,30894.97422
2024/1/1,中国联塑集团控股,,30860.29496
2024/1/1,中国宝安集团,,30698.93024
2024/1/1,小鹏汽车,,30668.49742
2024/1/1,内蒙古鄂尔多斯资�?Automotive,,0
2024/1/1,格林�?Luxury,,0
2024/1/1,上海百联集团,,30511.37914
2024/1/1,深圳市汇川技�?Automotive,,0
2024/1/1,泸州老窖,,30225.45218
2024/1/1,永泰能源集团,,30112.21378
2024/1/1,天地科技,,29919.7085
2024/1/1,众安在线财产保险,,29676.95368
2024/1/1,江苏长电科技,,29653.59826
2024/1/1,上海实业控股,,29559.46884
2024/1/1,山鹰国际控股公司,,29325.91464
2024/1/1,哈尔滨电�?Alcohol,,0
2024/1/1,申能,,29134.1171
2024/1/1,宁夏宝丰能源集团,,29128.45518
2024/1/1,浙江正凯集团,,29099.43784
2024/1/1,天山铝业集团,,28967.09046
2024/1/1,滔搏国际控股,,28926.04154
2024/1/1,山东南山铝业,,28836.15856
2024/1/1,先导科技集团,,28580.66442
2024/1/1,中国美东汽车控股,,28547.40064
2024/1/1,山西华阳集团新能,,28510.59816
2024/1/1,广州珠江实业集团,,28117.80246
2024/1/1,湖北兴发化工集团,,28097.98574
2024/1/1,阜丰集团,,27999.60988
2024/1/1,安徽省皖�?Technology,,0
2024/1/1,明阳智慧能源集团公司,,27851.69222
2024/1/1,梅花生物科技集团,,27753.31636
2024/1/1,李宁,,27591.2439
2024/1/1,中国奥园集团,,27526.13182
2024/1/1,广西柳工机械,,27511.97702
2024/1/1,淮河能源(集团),,27326.54914
2024/1/1,山东华鲁恒升化工,,27252.94418
2024/1/1,上海龙旗科技,,27177.92374
2024/1/1,上海爱旭新能�?Automotive,,0
2024/1/1,东华能源,,27116.35036
2024/1/1,宇通客�?Electronics,,0
2024/1/1,中创新航科技集团,,26998.86552
2024/1/1,深圳市天�?集团),,26992.49586
2024/1/1,唐人神集�?Automotive,,0
2024/1/1,郑州银行,,26870.05684
2024/1/1,龙佰集团,,26787.25126
2024/1/1,新濠国际发展,,26696.66054
2024/1/1,国银金融租赁,,26648.53422
2024/1/1,山东晨鸣纸业集团,,26601.82338
2024/1/1,合盛硅业,,26577.05248
2024/1/1,江西九丰能源,,26559.35898
2024/1/1,中国三峡新能�?集团),,26478.67662
2024/1/1,光明乳业,,26478.67662
2023/1/1,国家电网,,3751084.281
2023/1/1,中国石油天然气,,3418520.086
2023/1/1,中国石油化工,,3334546.735
2023/1/1,中国建筑,,2164866.96
2023/1/1,鸿海精密工业,,1574971.332
2023/1/1,中国工商银行,,1519987.012
2023/1/1,中国建设银行,,1434966.913
2023/1/1,中国农业银行,,1323906.229
2023/1/1,中国平安保险（集团）,,1285013.793
2023/1/1,中国中化控股有限责任公司,,1230292.752
2023/1/1,中国铁路工程集团,,1214968.765
2023/1/1,中国海洋石油集团,,1166083.04
2023/1/1,中国铁道建筑集团,,1153878.064
2023/1/1,中国宝武钢铁集团,,1144404.256
2023/1/1,中国银行,,1110610.379
2023/1/1,京东集团,,1100771.377
2023/1/1,中国人寿保险（集团）公司,,1072135.509
2023/1/1,中国移动通信集团,,987984.5155
2023/1/1,中国交通建设集�?Financial Services,,0
2023/1/1,中国五矿集团,,945125.1966
2023/1/1,阿里巴巴集团控股,,897502.7875
2023/1/1,厦门建发集团,,891543.6167
2023/1/1,山东能源集团,,878225.3654
2023/1/1,中国华润,,860913.3372
2023/1/1,国家能源投资集团有限责任公司,,860495.7706
2023/1/1,中国南方电网有限责任公司,,804516.3676
2023/1/1,上海汽车集团,,782847.492
2023/1/1,中国邮政集团,,780429.1444
2023/1/1,中粮集团,,780085.1828
2023/1/1,厦门国贸控股集团,,729607.0428
2023/1/1,中国中信集团,,713180.3974
2023/1/1,中国电力建设集团,,700801.317
2023/1/1,华为投资控股,,675820.2183
2023/1/1,中国医药集团,,665807.8205
2023/1/1,中国远洋海运集团,,659482.0404
2023/1/1,中国人民保险集团,,647826.978
2023/1/1,恒力集团,,643644.9424
2023/1/1,正威国际集团,,640491.9607
2023/1/1,中国第一汽车集团,,620542.1856
2023/1/1,中国电信集团,,616911.4794
2023/1/1,浙江荣盛控股集团,,609831.2484
2023/1/1,物产中大集团,,606601.123
2023/1/1,厦门象屿集团,,591948.0741
2023/1/1,中国兵器工业集团,,585221.7131
2023/1/1,腾讯控股,,583458.025
2023/1/1,中国航空工业集团,,578016.9199
2023/1/1,太平洋建设集�?Luxury,,0
2023/1/1,交通银�?Electronics,,0
2023/1/1,晋能控股集团,,550347.8246
2023/1/1,广州汽车工业集团,,547399.3798
2023/1/1,中国铝业集团,,544577.6204
2023/1/1,台积公司,,538035.9796
2023/1/1,陕西煤业化工集团有限责任公司,,536970.8309
2023/1/1,江西铜业集团,,530289.7653
2023/1/1,山东魏桥创业集团,,530258.6247
2023/1/1,万科企业,,530100.7987
2023/1/1,招商局集团,,518650.981
2023/1/1,招商银行,,511813.5048
2023/1/1,东风汽车集团,,484204.5674
2023/1/1,中国保利集团,,479110.9627
2023/1/1,中国太平洋保险（集团�?Alcohol,,0
2023/1/1,北京汽车集团,,476183.0423
2023/1/1,绿地控股集团,,458630.3825
2023/1/1,碧桂园控�?Luxury,,0
2023/1/1,中国华能集团,,447888.3048
2023/1/1,比亚�?FMCG,,0
2023/1/1,联想集团,,438422.9901
2023/1/1,盛虹控股集团,,433499.2429
2023/1/1,兴业银行,,431453.1665
2023/1/1,浙江吉利控股集团,,427445.2349
2023/1/1,河钢集团,,421553.2994
2023/1/1,浙江恒逸集�?Electronics,,0
2023/1/1,中国建材集团,,399973.5991
2023/1/1,中国电子科技集团,,395255.8042
2023/1/1,中国能源建设集团,,388474.9473
2023/1/1,青山控股集团,,387212.3391
2023/1/1,上海浦东发展银行,,382375.644
2023/1/1,国家电力投资集团,,382333.1796
2023/1/1,中国联合网络通信,,373445.3807
2023/1/1,陕西延长石油（集团）有限责任公司,,369610.8453
2023/1/1,中国船舶集团,,366602.9503
2023/1/1,美的集团,,363728.8182
2023/1/1,中国机械工业集团,,361841.9834
2023/1/1,鞍钢集团,,354162.2966
2023/1/1,金川集团,,350095.6226
2023/1/1,宁德时代新能源科技,,345721.7894
2023/1/1,浙江省交通投资集�?Tobacco,,0
2023/1/1,苏商建设集团,,326535.6657
2023/1/1,敬业集团,,323471.8593
2023/1/1,中国华电集团,,319285.5772
2023/1/1,中国民生银行,,315521.1081
2023/1/1,和硕,,313334.1915
2023/1/1,中国兵器装备集团公司,,307363.6969
2023/1/1,广达电脑公司,,304306.9678
2023/1/1,江苏沙钢集团,,302800.8971
2023/1/1,上海建工集团,,300946.6183
2023/1/1,中国中煤能源集团,,297228.8601
2023/1/1,山西焦煤集团有限责任公司,,294859.3465
2023/1/1,小米集团,,294641.3626
2023/1/1,新希望控股集�?Electronics,,0
2023/1/1,中国电子信息产业集团,,285405.3556
2023/1/1,紫金矿业集团,,284420.1815
2023/1/1,顺丰控股,,281433.5187
2023/1/1,台湾中油,,279042.0653
2023/1/1,广州市建筑集�?Automotive,,0
2023/1/1,中国核工业集�?Sporting Goods,,0
2023/1/1,中国太平保险集团有限责任公司,,273935.0134
2023/1/1,蜀道投资集团有限责任公�?Financial Services,,0
2023/1/1,深圳市投资控�?Business Services,,0
2023/1/1,怡和集团,,266987.8376
2023/1/1,中国大唐集团,,266153.4121
2023/1/1,中国航天科工集团,,264491.6386
2023/1/1,龙湖集团控股,,263626.0726
2023/1/1,首钢集团,,260821.299
2023/1/1,杭州钢铁集团,,260577.1287
2023/1/1,新疆中泰（集团）有限责任公司,,260179.3788
2023/1/1,广州工业投资控股集团,,258951.4499
2023/1/1,海尔智家,,256206.8342
